Student ID,student_name,gender,grade,school_name,reading_score,math_score,School ID,type,size,budget
624,Jordan Gross,F,9th,Huang High School,90,97,0,District,2917,1910635
625,Marie Harris,F,12th,Huang High School,78,79,0,District,2917,1910635
626,Charles Hayes,M,11th,Huang High School,63,78,0,District,2917,1910635
627,Beverly Sheppard,F,11th,Huang High School,82,78,0,District,2917,1910635
628,Denise Solis,F,12th,Huang High School,96,82,0,District,2917,1910635
629,Alexander Myers,M,11th,Huang High School,75,66,0,District,2917,1910635
630,Sally Robertson,F,12th,Huang High School,63,93,0,District,2917,1910635
631,Steven Morris,M,12th,Huang High School,73,57,0,District,2917,1910635
632,Nina Flores,F,10th,Huang High School,79,62,0,District,2917,1910635
633,Miguel Patterson,M,9th,Huang High School,82,80,0,District,2917,1910635
634,John Simpson,M,10th,Huang High School,86,72,0,District,2917,1910635
635,Charles Cruz,M,11th,Huang High School,76,58,0,District,2917,1910635
636,Monica Davis,F,9th,Huang High School,86,84,0,District,2917,1910635
637,James Fields,M,12th,Huang High School,95,88,0,District,2917,1910635
638,Kevin Frederick,M,9th,Huang High School,93,74,0,District,2917,1910635
639,Jeremy Soto,M,11th,Huang High School,87,61,0,District,2917,1910635
640,Ronald Harris,M,9th,Huang High School,92,75,0,District,2917,1910635
641,Carol Stewart,F,10th,Huang High School,88,73,0,District,2917,1910635
642,Albert Durham,M,9th,Huang High School,65,71,0,District,2917,1910635
643,James Sanchez,M,12th,Huang High School,91,84,0,District,2917,1910635
644,John Adams,M,11th,Huang High School,81,61,0,District,2917,1910635
645,Cody Williams,M,10th,Huang High School,72,98,0,District,2917,1910635
646,Ernest Love,M,9th,Huang High School,87,93,0,District,2917,1910635
647,Tommy Smith,M,9th,Huang High School,70,98,0,District,2917,1910635
648,Jared Anderson,M,11th,Huang High School,73,86,0,District,2917,1910635
649,Jennifer Yang,F,9th,Huang High School,87,55,0,District,2917,1910635
650,Joe Mercado,M,9th,Huang High School,65,57,0,District,2917,1910635
651,Mr. Roberto Wright MD,M,11th,Huang High School,73,97,0,District,2917,1910635
652,Michael Smith,M,10th,Huang High School,88,66,0,District,2917,1910635
653,William Park,M,10th,Huang High School,65,70,0,District,2917,1910635
654,Benjamin Williams,M,11th,Huang High School,72,96,0,District,2917,1910635
655,Dean Perez,M,11th,Huang High School,92,94,0,District,2917,1910635
656,Mr. Dale Miller,M,10th,Huang High School,94,87,0,District,2917,1910635
657,Marissa Russell,F,9th,Huang High School,74,68,0,District,2917,1910635
658,Mary Gonzalez DDS,F,12th,Huang High School,66,71,0,District,2917,1910635
659,April Jackson,F,10th,Huang High School,93,55,0,District,2917,1910635
660,William Hayes,M,9th,Huang High School,95,81,0,District,2917,1910635
661,Meghan Holloway,F,11th,Huang High School,92,97,0,District,2917,1910635
662,Amy Coleman,F,12th,Huang High School,90,76,0,District,2917,1910635
663,James Green,M,10th,Huang High School,84,58,0,District,2917,1910635
664,Michael Tran,M,10th,Huang High School,81,67,0,District,2917,1910635
665,Joseph Cortez,M,11th,Huang High School,86,97,0,District,2917,1910635
666,Anita Moss,F,10th,Huang High School,97,81,0,District,2917,1910635
667,Benjamin Stokes,M,11th,Huang High School,69,91,0,District,2917,1910635
668,Michael Li,M,11th,Huang High School,75,89,0,District,2917,1910635
669,Alexander Rosales,M,11th,Huang High School,90,55,0,District,2917,1910635
670,Katie Dawson,F,10th,Huang High School,94,83,0,District,2917,1910635
671,Shelly Erickson,F,10th,Huang High School,92,59,0,District,2917,1910635
672,Kathryn Turner,F,11th,Huang High School,81,80,0,District,2917,1910635
673,Jacob Lee,M,10th,Huang High School,76,64,0,District,2917,1910635
674,Ryan Smith,M,10th,Huang High School,87,98,0,District,2917,1910635
675,Joshua Fernandez,M,11th,Huang High School,98,78,0,District,2917,1910635
676,Mia Roach,F,9th,Huang High School,86,80,0,District,2917,1910635
677,William Rodriguez,M,11th,Huang High School,75,99,0,District,2917,1910635
678,Wanda Cruz,F,10th,Huang High School,74,77,0,District,2917,1910635
679,Pamela Hall,F,11th,Huang High School,95,98,0,District,2917,1910635
680,David Smith,M,9th,Huang High School,76,93,0,District,2917,1910635
681,Jason Brown,M,9th,Huang High School,98,85,0,District,2917,1910635
682,Chelsea Alexander,F,12th,Huang High School,77,73,0,District,2917,1910635
683,Kimberly Tate,F,9th,Huang High School,72,88,0,District,2917,1910635
684,Daniel Williams,M,10th,Huang High School,81,78,0,District,2917,1910635
685,Terri Jacobson,F,11th,Huang High School,69,77,0,District,2917,1910635
686,Paul Harris,M,10th,Huang High School,74,67,0,District,2917,1910635
687,Jessica Thompson,F,10th,Huang High School,84,92,0,District,2917,1910635
688,Nancy Hawkins,F,9th,Huang High School,82,61,0,District,2917,1910635
689,Deborah Phillips,F,12th,Huang High School,76,68,0,District,2917,1910635
690,Mark Mendoza,M,9th,Huang High School,75,68,0,District,2917,1910635
691,Stephen Williamson,M,9th,Huang High School,71,94,0,District,2917,1910635
692,Jennifer Strong,F,12th,Huang High School,88,87,0,District,2917,1910635
693,Matthew Moore,M,12th,Huang High School,75,90,0,District,2917,1910635
694,Raymond Parker,M,9th,Huang High School,98,73,0,District,2917,1910635
695,Lee Evans,M,10th,Huang High School,93,95,0,District,2917,1910635
696,Curtis Rodriguez,M,10th,Huang High School,77,90,0,District,2917,1910635
697,Sara Morris,F,11th,Huang High School,67,57,0,District,2917,1910635
698,Dawn Palmer,F,9th,Huang High School,89,86,0,District,2917,1910635
699,Brianna Benson,F,11th,Huang High School,95,95,0,District,2917,1910635
700,Luis Watts,M,11th,Huang High School,83,99,0,District,2917,1910635
701,Mrs. Cindy Brown,F,12th,Huang High School,94,63,0,District,2917,1910635
702,Summer Sandoval,F,9th,Huang High School,84,65,0,District,2917,1910635
703,Ashley Smith,F,12th,Huang High School,87,64,0,District,2917,1910635
704,Randy Wallace,M,10th,Huang High School,93,87,0,District,2917,1910635
705,Angela Simmons,F,11th,Huang High School,80,99,0,District,2917,1910635
706,Sandra Haley,F,11th,Huang High School,81,84,0,District,2917,1910635
707,George Morgan,M,10th,Huang High School,72,99,0,District,2917,1910635
708,Melissa Ali,F,11th,Huang High School,64,69,0,District,2917,1910635
709,Matthew Oliver,M,9th,Huang High School,92,95,0,District,2917,1910635
710,Michael Kirk,M,9th,Huang High School,96,56,0,District,2917,1910635
711,Terry Khan,M,9th,Huang High School,89,85,0,District,2917,1910635
712,Kristie Elliott,F,9th,Huang High School,63,58,0,District,2917,1910635
713,Joel Campbell,M,9th,Huang High School,69,73,0,District,2917,1910635
714,Anthony Henderson,M,10th,Huang High School,83,74,0,District,2917,1910635
715,Brent Christensen,M,9th,Huang High School,63,71,0,District,2917,1910635
716,Heidi Hayes,F,10th,Huang High School,97,57,0,District,2917,1910635
717,Ryan Mcbride,M,10th,Huang High School,85,83,0,District,2917,1910635
718,Kyle Murillo,M,10th,Huang High School,97,76,0,District,2917,1910635
719,Angela Powell,F,11th,Huang High School,70,56,0,District,2917,1910635
720,Jeanette Simmons,F,11th,Huang High School,96,96,0,District,2917,1910635
721,Adam Vance,M,10th,Huang High School,72,73,0,District,2917,1910635
722,Kristen Murray,F,9th,Huang High School,93,59,0,District,2917,1910635
723,Jessica Burnett,F,11th,Huang High School,82,58,0,District,2917,1910635
724,Alex Walker,M,11th,Huang High School,73,64,0,District,2917,1910635
725,Robert Phillips,M,9th,Huang High School,84,63,0,District,2917,1910635
726,Elizabeth Martinez,F,9th,Huang High School,78,99,0,District,2917,1910635
727,Kristina Young,F,9th,Huang High School,95,83,0,District,2917,1910635
728,Sarah Morgan,F,10th,Huang High School,80,57,0,District,2917,1910635
729,Cheryl Harding,F,12th,Huang High School,84,62,0,District,2917,1910635
730,Keith Hunter,M,9th,Huang High School,79,67,0,District,2917,1910635
731,Todd Williams,M,11th,Huang High School,98,79,0,District,2917,1910635
732,James White MD,M,11th,Huang High School,79,60,0,District,2917,1910635
733,Kyle Johnson,M,11th,Huang High School,93,92,0,District,2917,1910635
734,Andrea Suarez,F,12th,Huang High School,92,93,0,District,2917,1910635
735,Michael Sanchez,M,9th,Huang High School,72,91,0,District,2917,1910635
736,Jaime Torres,F,11th,Huang High School,92,78,0,District,2917,1910635
737,Donald Gill DDS,M,9th,Huang High School,78,58,0,District,2917,1910635
738,Austin Lee,M,10th,Huang High School,71,61,0,District,2917,1910635
739,Adrian Bowman,M,12th,Huang High School,92,79,0,District,2917,1910635
740,Julie Perez,F,10th,Huang High School,63,88,0,District,2917,1910635
741,Debra Maxwell,F,12th,Huang High School,96,94,0,District,2917,1910635
742,Bradley Phillips,M,9th,Huang High School,70,55,0,District,2917,1910635
743,Sonya Simmons,F,9th,Huang High School,92,96,0,District,2917,1910635
744,Eric Miller,M,12th,Huang High School,88,90,0,District,2917,1910635
745,Charles Berger,M,10th,Huang High School,66,91,0,District,2917,1910635
746,Mary Monroe,F,10th,Huang High School,92,92,0,District,2917,1910635
747,Destiny Burns,F,11th,Huang High School,69,75,0,District,2917,1910635
748,Patrick Khan,M,9th,Huang High School,70,86,0,District,2917,1910635
749,Nathaniel Henson,M,12th,Huang High School,81,80,0,District,2917,1910635
750,Larry Miller,M,9th,Huang High School,77,56,0,District,2917,1910635
751,Timothy French,M,10th,Huang High School,99,55,0,District,2917,1910635
752,Xavier Mitchell,M,12th,Huang High School,63,95,0,District,2917,1910635
753,Jason Crosby,M,11th,Huang High School,66,97,0,District,2917,1910635
754,Joshua Johnson,M,10th,Huang High School,69,55,0,District,2917,1910635
755,Alyssa Clark,F,12th,Huang High School,69,68,0,District,2917,1910635
756,Jonathan Cooper,M,10th,Huang High School,74,55,0,District,2917,1910635
757,Mark Hunt,M,9th,Huang High School,88,61,0,District,2917,1910635
758,Norman Moore,M,10th,Huang High School,86,72,0,District,2917,1910635
759,Brian Atkins,M,9th,Huang High School,84,81,0,District,2917,1910635
760,Zachary Jones,M,12th,Huang High School,74,80,0,District,2917,1910635
761,Danielle Wong,F,10th,Huang High School,98,83,0,District,2917,1910635
762,Patricia Lane,F,12th,Huang High School,87,71,0,District,2917,1910635
763,Joshua Rose,M,9th,Huang High School,79,73,0,District,2917,1910635
764,Hannah Montes,F,10th,Huang High School,80,83,0,District,2917,1910635
765,Mrs. Catherine Williams MD,F,10th,Huang High School,98,60,0,District,2917,1910635
766,Michael Jenkins,M,11th,Huang High School,93,96,0,District,2917,1910635
767,James Scott,M,11th,Huang High School,78,81,0,District,2917,1910635
768,Evan Ballard,M,11th,Huang High School,81,61,0,District,2917,1910635
769,Andrea Miller,F,10th,Huang High School,83,60,0,District,2917,1910635
770,Jasmine Lynch,F,12th,Huang High School,99,90,0,District,2917,1910635
771,Jennifer Fox,F,10th,Huang High School,66,91,0,District,2917,1910635
772,Jared Castro,M,10th,Huang High School,96,60,0,District,2917,1910635
773,Eugene Cox,M,12th,Huang High School,66,81,0,District,2917,1910635
774,Wendy Wilson,F,10th,Huang High School,76,79,0,District,2917,1910635
775,Debbie Smith,F,10th,Huang High School,76,82,0,District,2917,1910635
776,Michael Fletcher,M,10th,Huang High School,85,65,0,District,2917,1910635
777,Jay Waters,M,10th,Huang High School,64,65,0,District,2917,1910635
778,Melissa Martinez,F,10th,Huang High School,98,90,0,District,2917,1910635
779,Cory Howard,M,9th,Huang High School,90,77,0,District,2917,1910635
780,Mitchell Hanson,M,10th,Huang High School,75,65,0,District,2917,1910635
781,Corey Boyer,M,9th,Huang High School,84,94,0,District,2917,1910635
782,Elizabeth Gonzalez,F,10th,Huang High School,91,55,0,District,2917,1910635
783,Robert Hutchinson,M,11th,Huang High School,96,98,0,District,2917,1910635
784,David Hernandez,M,9th,Huang High School,98,87,0,District,2917,1910635
785,Tammy Jordan,F,12th,Huang High School,85,69,0,District,2917,1910635
786,Denise Johnson,F,9th,Huang High School,88,93,0,District,2917,1910635
787,Brandi Copeland,F,12th,Huang High School,82,72,0,District,2917,1910635
788,Evan Marshall,M,9th,Huang High School,82,63,0,District,2917,1910635
789,Gregory Long,M,10th,Huang High School,94,74,0,District,2917,1910635
790,Kristen Underwood,F,11th,Huang High School,99,60,0,District,2917,1910635
791,Walter French,M,12th,Huang High School,88,70,0,District,2917,1910635
792,Edwin Thompson,M,10th,Huang High School,99,89,0,District,2917,1910635
793,Edward Rivera,M,12th,Huang High School,94,65,0,District,2917,1910635
794,Brandon Wilson,M,10th,Huang High School,68,69,0,District,2917,1910635
795,Alejandra Todd,F,11th,Huang High School,93,66,0,District,2917,1910635
796,Dana Hoffman,F,10th,Huang High School,83,67,0,District,2917,1910635
797,David Howard,M,11th,Huang High School,75,93,0,District,2917,1910635
798,Ashley Caldwell MD,F,12th,Huang High School,85,56,0,District,2917,1910635
799,Cindy Horn,F,9th,Huang High School,91,67,0,District,2917,1910635
800,Kevin Armstrong,M,10th,Huang High School,74,92,0,District,2917,1910635
801,Stacey Porter,F,11th,Huang High School,98,66,0,District,2917,1910635
802,Patrick Hunt,M,12th,Huang High School,75,62,0,District,2917,1910635
803,David White,M,12th,Huang High School,86,62,0,District,2917,1910635
804,Tammy Black,F,9th,Huang High School,85,59,0,District,2917,1910635
805,Joanna Williams,F,11th,Huang High School,94,65,0,District,2917,1910635
806,Becky Moran,F,9th,Huang High School,93,84,0,District,2917,1910635
807,Brenda Smith,F,12th,Huang High School,84,68,0,District,2917,1910635
808,Gabrielle Webb,F,12th,Huang High School,78,99,0,District,2917,1910635
809,Mr. Jared Campbell,M,10th,Huang High School,75,62,0,District,2917,1910635
810,Ryan Jenkins,M,9th,Huang High School,76,92,0,District,2917,1910635
811,Thomas Shepard,M,9th,Huang High School,86,89,0,District,2917,1910635
812,Jeremiah Boyd,M,10th,Huang High School,73,70,0,District,2917,1910635
813,Matthew White,M,12th,Huang High School,65,94,0,District,2917,1910635
814,Christina Anderson,F,11th,Huang High School,89,85,0,District,2917,1910635
815,Edward Olson,M,11th,Huang High School,83,66,0,District,2917,1910635
816,Emily Bryant,F,9th,Huang High School,94,81,0,District,2917,1910635
817,Amy Guzman,F,10th,Huang High School,67,58,0,District,2917,1910635
818,Kathleen Owens,F,9th,Huang High School,76,97,0,District,2917,1910635
819,John Davila,M,9th,Huang High School,91,84,0,District,2917,1910635
820,Nicole King,F,11th,Huang High School,66,57,0,District,2917,1910635
821,Jason Villarreal,M,9th,Huang High School,67,74,0,District,2917,1910635
822,Matthew Washington,M,10th,Huang High School,84,92,0,District,2917,1910635
823,Peter Simpson,M,11th,Huang High School,67,87,0,District,2917,1910635
824,Cristian Espinoza,M,11th,Huang High School,83,76,0,District,2917,1910635
825,Steven Fry,M,10th,Huang High School,79,93,0,District,2917,1910635
826,David Miller,M,9th,Huang High School,83,85,0,District,2917,1910635
827,Tamara Hernandez,F,12th,Huang High School,83,73,0,District,2917,1910635
828,Jordan Lewis,M,9th,Huang High School,86,78,0,District,2917,1910635
829,Carol Anderson,F,9th,Huang High School,97,93,0,District,2917,1910635
830,Michael Moreno PhD,M,12th,Huang High School,97,77,0,District,2917,1910635
831,Nicholas Logan,M,11th,Huang High School,67,68,0,District,2917,1910635
832,Paul Anderson,M,9th,Huang High School,96,96,0,District,2917,1910635
833,Jason Young,M,10th,Huang High School,74,55,0,District,2917,1910635
834,Wesley Martin,M,11th,Huang High School,69,92,0,District,2917,1910635
835,Karen Wall,F,11th,Huang High School,97,58,0,District,2917,1910635
836,Tara Parker MD,F,12th,Huang High School,67,89,0,District,2917,1910635
837,Michael Reyes,M,12th,Huang High School,69,75,0,District,2917,1910635
838,Amy Henderson,F,10th,Huang High School,91,99,0,District,2917,1910635
839,Jessica Reed,F,12th,Huang High School,85,62,0,District,2917,1910635
840,Joseph Miranda,M,9th,Huang High School,71,79,0,District,2917,1910635
841,Mackenzie Jones,F,9th,Huang High School,77,94,0,District,2917,1910635
842,Jon Espinoza,M,10th,Huang High School,77,87,0,District,2917,1910635
843,Kelly Medina,F,10th,Huang High School,69,83,0,District,2917,1910635
844,Jason Rubio,M,11th,Huang High School,87,56,0,District,2917,1910635
845,Jennifer Munoz,F,10th,Huang High School,98,94,0,District,2917,1910635
846,Christopher Warner,M,12th,Huang High School,73,69,0,District,2917,1910635
847,Vincent Thomas,M,9th,Huang High School,95,61,0,District,2917,1910635
848,Andrew Young,M,9th,Huang High School,68,74,0,District,2917,1910635
849,David Jenkins,M,10th,Huang High School,73,93,0,District,2917,1910635
850,Daniel Stephens,M,12th,Huang High School,87,64,0,District,2917,1910635
851,Elizabeth Lewis,F,9th,Huang High School,72,63,0,District,2917,1910635
852,Aaron Moore,M,9th,Huang High School,85,70,0,District,2917,1910635
853,Lisa Hogan,F,11th,Huang High School,95,55,0,District,2917,1910635
854,Shawn Williams DVM,M,12th,Huang High School,90,84,0,District,2917,1910635
855,Michele Dickerson,F,9th,Huang High School,73,67,0,District,2917,1910635
856,Dr. Alicia Martinez,F,11th,Huang High School,78,62,0,District,2917,1910635
857,Mr. Timothy Anderson,M,12th,Huang High School,67,90,0,District,2917,1910635
858,Sierra Jackson,F,11th,Huang High School,95,81,0,District,2917,1910635
859,Sharon Taylor,F,10th,Huang High School,68,94,0,District,2917,1910635
860,Jeffrey Smith,M,9th,Huang High School,72,64,0,District,2917,1910635
861,Mark Taylor,M,11th,Huang High School,86,55,0,District,2917,1910635
862,Christina Ross,F,10th,Huang High School,73,69,0,District,2917,1910635
863,Judy Hall,F,11th,Huang High School,82,74,0,District,2917,1910635
864,Jennifer Fox,F,10th,Huang High School,76,93,0,District,2917,1910635
865,Kenneth Moran,M,12th,Huang High School,99,76,0,District,2917,1910635
866,Gerald Ferguson,M,11th,Huang High School,85,96,0,District,2917,1910635
867,Albert Carter,M,12th,Huang High School,63,84,0,District,2917,1910635
868,Michael Reilly,M,12th,Huang High School,82,80,0,District,2917,1910635
869,Kathleen Schwartz,F,11th,Huang High School,90,69,0,District,2917,1910635
870,Stacey Harris,F,11th,Huang High School,65,92,0,District,2917,1910635
871,Mrs. Paula Lee,F,9th,Huang High School,72,98,0,District,2917,1910635
872,Adrian Black,M,10th,Huang High School,99,85,0,District,2917,1910635
873,Rita Moreno,F,10th,Huang High School,71,65,0,District,2917,1910635
874,Jason Perry,M,11th,Huang High School,97,59,0,District,2917,1910635
875,Scott Ortiz,M,10th,Huang High School,64,60,0,District,2917,1910635
876,Randy Mueller,M,9th,Huang High School,71,99,0,District,2917,1910635
877,Samantha Anderson,F,10th,Huang High School,78,92,0,District,2917,1910635
878,Phillip Brown,M,11th,Huang High School,87,90,0,District,2917,1910635
879,Christina Kerr,F,11th,Huang High School,67,74,0,District,2917,1910635
880,Derrick Hill,M,9th,Huang High School,90,96,0,District,2917,1910635
881,Nathan Bond,M,12th,Huang High School,82,55,0,District,2917,1910635
882,Marie Wilson,F,10th,Huang High School,84,77,0,District,2917,1910635
883,Caitlin Jones,F,11th,Huang High School,63,71,0,District,2917,1910635
884,Barbara Campbell,F,10th,Huang High School,78,89,0,District,2917,1910635
885,Katie Gonzales,F,10th,Huang High School,82,62,0,District,2917,1910635
886,Mr. Elijah Hall,M,9th,Huang High School,87,63,0,District,2917,1910635
887,James Sanders,M,12th,Huang High School,70,85,0,District,2917,1910635
888,Nicholas Martinez,M,10th,Huang High School,87,56,0,District,2917,1910635
889,Maria Mack,F,9th,Huang High School,68,83,0,District,2917,1910635
890,Mary Mason,F,10th,Huang High School,74,90,0,District,2917,1910635
891,Tiffany Campbell,F,9th,Huang High School,87,80,0,District,2917,1910635
892,Mr. Raymond Stone,M,11th,Huang High School,87,66,0,District,2917,1910635
893,Dominique Henderson,F,12th,Huang High School,77,74,0,District,2917,1910635
894,Martin Williams,M,11th,Huang High School,66,88,0,District,2917,1910635
895,Hannah Parker,F,11th,Huang High School,81,71,0,District,2917,1910635
896,Susan Webb,F,9th,Huang High School,85,55,0,District,2917,1910635
897,Rachel Johnson,F,9th,Huang High School,63,89,0,District,2917,1910635
898,Darren Davis,M,9th,Huang High School,86,97,0,District,2917,1910635
899,Tim Carr,M,9th,Huang High School,83,70,0,District,2917,1910635
900,Jesus Ryan,M,10th,Huang High School,83,83,0,District,2917,1910635
901,John Hays,M,10th,Huang High School,92,74,0,District,2917,1910635
902,Scott Stewart,M,12th,Huang High School,83,88,0,District,2917,1910635
903,Alexandra Roberts,F,9th,Huang High School,87,84,0,District,2917,1910635
904,Amanda Norman,F,9th,Huang High School,83,67,0,District,2917,1910635
905,James Moody,M,11th,Huang High School,87,68,0,District,2917,1910635
906,Brenda Jones,F,9th,Huang High School,65,80,0,District,2917,1910635
907,Kathy Smith,F,12th,Huang High School,90,84,0,District,2917,1910635
908,Raymond Clark,M,12th,Huang High School,67,92,0,District,2917,1910635
909,Ashley Martin,F,11th,Huang High School,67,79,0,District,2917,1910635
910,Tamara Flowers,F,9th,Huang High School,93,58,0,District,2917,1910635
911,Cesar Hanson,M,12th,Huang High School,82,92,0,District,2917,1910635
912,Ross Strickland,M,10th,Huang High School,63,66,0,District,2917,1910635
913,Randy Moore,M,12th,Huang High School,82,92,0,District,2917,1910635
914,Henry Andersen,M,12th,Huang High School,70,67,0,District,2917,1910635
915,Paul Martin,M,9th,Huang High School,83,77,0,District,2917,1910635
916,Sarah Stanley,F,12th,Huang High School,72,55,0,District,2917,1910635
917,Jordan Lewis,M,12th,Huang High School,98,80,0,District,2917,1910635
918,Ashley Richardson,F,10th,Huang High School,69,55,0,District,2917,1910635
919,Michael Brown,M,12th,Huang High School,88,98,0,District,2917,1910635
920,Jason Davis,M,11th,Huang High School,99,70,0,District,2917,1910635
921,Wendy Mcclain,F,12th,Huang High School,88,94,0,District,2917,1910635
922,Troy Williams,M,9th,Huang High School,85,56,0,District,2917,1910635
923,Carrie Alexander,F,10th,Huang High School,85,97,0,District,2917,1910635
924,Kyle Ware,M,10th,Huang High School,73,62,0,District,2917,1910635
925,Michael Robinson,M,9th,Huang High School,94,66,0,District,2917,1910635
926,Roger Wilson,M,10th,Huang High School,98,87,0,District,2917,1910635
927,Teresa Fuller,F,9th,Huang High School,95,62,0,District,2917,1910635
928,Craig Silva,M,9th,Huang High School,98,90,0,District,2917,1910635
929,Duane Thomas,M,9th,Huang High School,76,63,0,District,2917,1910635
930,Jon Crosby,M,12th,Huang High School,76,72,0,District,2917,1910635
931,Jon Steele,M,11th,Huang High School,96,83,0,District,2917,1910635
932,Daniel Shaw,M,9th,Huang High School,65,55,0,District,2917,1910635
933,Gwendolyn Williams,F,9th,Huang High School,84,83,0,District,2917,1910635
934,Angela Hess,F,9th,Huang High School,94,61,0,District,2917,1910635
935,Cameron Arnold,M,11th,Huang High School,80,56,0,District,2917,1910635
936,Janice Garcia,F,12th,Huang High School,73,65,0,District,2917,1910635
937,Anne Bullock,F,11th,Huang High School,77,95,0,District,2917,1910635
938,Katie Moody,F,9th,Huang High School,88,71,0,District,2917,1910635
939,Kayla Rivas,F,9th,Huang High School,68,63,0,District,2917,1910635
940,Danny Pearson,M,9th,Huang High School,80,69,0,District,2917,1910635
941,Billy Robles,M,11th,Huang High School,86,88,0,District,2917,1910635
942,Michelle Delgado,F,11th,Huang High School,98,86,0,District,2917,1910635
943,Cindy Harrison,F,11th,Huang High School,73,95,0,District,2917,1910635
944,John Dickerson MD,M,10th,Huang High School,95,60,0,District,2917,1910635
945,Tina Armstrong,F,11th,Huang High School,86,74,0,District,2917,1910635
946,Mr. Alex Franklin,M,12th,Huang High School,92,80,0,District,2917,1910635
947,Ryan King,M,10th,Huang High School,80,81,0,District,2917,1910635
948,Christine Guzman,F,9th,Huang High School,80,87,0,District,2917,1910635
949,Helen Malone,F,10th,Huang High School,72,78,0,District,2917,1910635
950,Benjamin Carpenter,M,9th,Huang High School,80,94,0,District,2917,1910635
951,Mrs. Jessica Dunn,F,10th,Huang High School,91,80,0,District,2917,1910635
952,Jessica Kaiser,F,12th,Huang High School,66,90,0,District,2917,1910635
953,Brandon Black,M,11th,Huang High School,81,79,0,District,2917,1910635
954,David Hernandez,M,11th,Huang High School,70,77,0,District,2917,1910635
955,Brenda Turner,F,9th,Huang High School,65,82,0,District,2917,1910635
956,Katherine Black,F,11th,Huang High School,87,58,0,District,2917,1910635
957,Larry Santos,M,10th,Huang High School,71,59,0,District,2917,1910635
958,Zachary Dominguez,M,9th,Huang High School,83,76,0,District,2917,1910635
959,Tanya Fernandez,F,11th,Huang High School,67,57,0,District,2917,1910635
960,Joseph Nichols,M,10th,Huang High School,76,76,0,District,2917,1910635
961,Rebecca Martinez,F,11th,Huang High School,77,69,0,District,2917,1910635
962,Traci Ramirez,F,10th,Huang High School,95,99,0,District,2917,1910635
963,Ryan Bauer,M,10th,Huang High School,66,66,0,District,2917,1910635
964,Joshua Williams,M,11th,Huang High School,66,62,0,District,2917,1910635
965,Devon Foley,M,9th,Huang High School,73,81,0,District,2917,1910635
966,Heidi Walter,F,12th,Huang High School,83,95,0,District,2917,1910635
967,Mario Nguyen,M,12th,Huang High School,94,85,0,District,2917,1910635
968,Jordan Hernandez,M,9th,Huang High School,97,78,0,District,2917,1910635
969,William Miller,M,11th,Huang High School,84,79,0,District,2917,1910635
970,Nicholas Chung,M,10th,Huang High School,64,85,0,District,2917,1910635
971,Christine Cooley,F,11th,Huang High School,87,80,0,District,2917,1910635
972,Carrie Nelson,F,11th,Huang High School,83,59,0,District,2917,1910635
973,Crystal Fowler,F,10th,Huang High School,63,81,0,District,2917,1910635
974,Lori Taylor,F,9th,Huang High School,79,63,0,District,2917,1910635
975,Mr. Michael Stevenson,M,11th,Huang High School,77,66,0,District,2917,1910635
976,Matthew Holmes,M,10th,Huang High School,77,72,0,District,2917,1910635
977,David Walls,M,10th,Huang High School,72,77,0,District,2917,1910635
978,Megan Martin,F,9th,Huang High School,96,56,0,District,2917,1910635
979,Karen Peterson,F,12th,Huang High School,86,83,0,District,2917,1910635
980,Kristen Wallace,F,12th,Huang High School,92,57,0,District,2917,1910635
981,Mark Peterson,M,10th,Huang High School,79,70,0,District,2917,1910635
982,Jason Jones DDS,M,10th,Huang High School,98,67,0,District,2917,1910635
983,Keith Barber,M,11th,Huang High School,78,73,0,District,2917,1910635
984,Patrick Green,M,11th,Huang High School,74,76,0,District,2917,1910635
985,Antonio Lopez,M,9th,Huang High School,70,97,0,District,2917,1910635
986,Travis Peterson,M,9th,Huang High School,81,85,0,District,2917,1910635
987,Gabriel Hunter,M,10th,Huang High School,67,93,0,District,2917,1910635
988,Amanda Ross,F,11th,Huang High School,78,81,0,District,2917,1910635
989,Samuel Thompson,M,9th,Huang High School,69,81,0,District,2917,1910635
990,Robert Bowman,M,12th,Huang High School,96,75,0,District,2917,1910635
991,Cynthia Cox,F,10th,Huang High School,65,66,0,District,2917,1910635
992,Brittany Miller,F,9th,Huang High School,72,71,0,District,2917,1910635
993,Eric Torres,M,12th,Huang High School,85,70,0,District,2917,1910635
994,Sandra Calhoun,F,9th,Huang High School,65,63,0,District,2917,1910635
995,Jacob Bailey,M,11th,Huang High School,89,60,0,District,2917,1910635
996,Jessica Harris,F,11th,Huang High School,63,75,0,District,2917,1910635
997,Molly Carr,F,11th,Huang High School,83,96,0,District,2917,1910635
998,Keith Davis,M,9th,Huang High School,72,90,0,District,2917,1910635
999,Adriana Wade MD,F,12th,Huang High School,88,67,0,District,2917,1910635
1000,Elizabeth Fernandez,F,10th,Huang High School,81,73,0,District,2917,1910635
1001,Theresa Young,F,10th,Huang High School,99,89,0,District,2917,1910635
1002,Ruth Garcia,F,11th,Huang High School,98,73,0,District,2917,1910635
1003,Robin Mccoy,F,9th,Huang High School,68,71,0,District,2917,1910635
1004,Ana Schmidt,F,9th,Huang High School,69,88,0,District,2917,1910635
1005,Amanda Shelton,F,12th,Huang High School,96,57,0,District,2917,1910635
1006,John Bryant,M,9th,Huang High School,93,82,0,District,2917,1910635
